ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,MetadataSourceID,TitleRaw,TitleNormalized,AuthorsRaw,AuthorsNormalized,DOIRaw,DOINormalized,VenueRaw,VenueNormalized,YearRaw,YearNormalized,VolumeTrackIssue,PublisherRecordURL,MetadataSourceURL,Publisher,PublisherAddress,ISBN,Pages,NumPages,PublicationLocation,Series,AbstractRaw,AbstractAvailability,AbstractSourceURL,AuthorKeywordsRaw,AuthorKeywordsAvailability,FullTextURL,RetrievedAt,NormalizedAt,InventoryConflict,CrossrefSnapshotPath,PDFStatus,PDFSHA256,Notes
MS-RE-2022-MAIN-0001,MSU-RE-2022-MAIN,1,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,Title Page i,Title Page i,,,,10.1109/re54965.2022.00001,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920045/,,,,,1-1,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2022-MAIN-0002,MSU-RE-2022-MAIN,2,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,Title Page iii,Title Page iii,,,,10.1109/re54965.2022.00002,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920092/,,,,,3-3,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2022-MAIN-0003,MSU-RE-2022-MAIN,3,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,Copyright Page,Copyright Page,,,,10.1109/re54965.2022.00003,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,,,,,,4-4,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by literal title. Discovery was not executed.
MS-RE-2022-MAIN-0004,MSU-RE-2022-MAIN,4,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,Table of Contents,Table of Contents,,,,10.1109/re54965.2022.00004,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,,,,,,5-9,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by literal title. Discovery was not executed.
MS-RE-2022-MAIN-0005,MSU-RE-2022-MAIN,5,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,Welcome from the RE 2022 Chairs,Welcome from the RE 2022 Chairs,,,,10.1109/re54965.2022.00005,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920104/,,,,,10-12,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2022-MAIN-0006,MSU-RE-2022-MAIN,6,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,RE 2022 Organizing Committee,RE 2022 Organizing Committee,,,,10.1109/re54965.2022.00006,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,,,,,,13-14,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by literal title. Discovery was not executed.
MS-RE-2022-MAIN-0007,MSU-RE-2022-MAIN,7,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,RE 2022 Program Committee,RE 2022 Program Committee,,,,10.1109/re54965.2022.00007,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,,,,,,15-18,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by literal title. Discovery was not executed.
MS-RE-2022-MAIN-0008,MSU-RE-2022-MAIN,8,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,A Case Study of Building Shared Understanding of Non-Functional Requirements in a Remote Software Organization,A Case Study of Building Shared Understanding of Non-Functional Requirements in a Remote Software Organization,Laura Okpara; Colin Werner; Adam Murray; Daniela Damian,Laura Okpara; Colin Werner; Adam Murray; Daniela Damian,,10.1109/re54965.2022.00008,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920032/,,,,,1-13,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2022-MAIN-0009,MSU-RE-2022-MAIN,9,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,A Divide & Concur Approach to Collaborative Goal Modeling with Merge in Early-RE,A Divide & Concur Approach to Collaborative Goal Modeling with Merge in Early-RE,Kathleen R. Hablutzel; Anisha Jain; Alicia M. Grubb,Kathleen R. Hablutzel; Anisha Jain; Alicia M. Grubb,,10.1109/re54965.2022.00009,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920087/,,,,,14-25,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2022-MAIN-0010,MSU-RE-2022-MAIN,10,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2022-MAIN-IEEE-BIBTEX-HUMAN-20260814,Automated Detection of Typed Links in Issue Trackers,Automated Detection of Typed Links in Issue Trackers,Clara Marie Lüders; Tim Pietz; Walid Maalej,Clara Marie Lüders; Tim Pietz; Walid Maalej,,10.1109/re54965.2022.00010,2022 IEEE 30th International Requirements Engineering Conference (RE),2022 IEEE 30th International Requirements Engineering Conference (RE),2022,2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920034/,,,,,26-38,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T09:50:03.457393Z,2026-08-14T20:54:16Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
