ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,MetadataSourceID,TitleRaw,TitleNormalized,AuthorsRaw,AuthorsNormalized,DOIRaw,DOINormalized,VenueRaw,VenueNormalized,YearRaw,YearNormalized,VolumeTrackIssue,PublisherRecordURL,MetadataSourceURL,Publisher,PublisherAddress,ISBN,Pages,NumPages,PublicationLocation,Series,AbstractRaw,AbstractAvailability,AbstractSourceURL,AuthorKeywordsRaw,AuthorKeywordsAvailability,FullTextURL,RetrievedAt,NormalizedAt,InventoryConflict,CrossrefSnapshotPath,PDFStatus,PDFSHA256,Notes
MS-REW-2024-WORKSHOPS-0001,MSU-REW-2024-WORKSHOPS,1,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,Proceedings,Proceedings,,,,10.1109/rew61692.2024.00001,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628890/,,,,,1-1,,,,,NOT_REPORTED_BY_SOURCE,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-REW-2024-WORKSHOPS-0002,MSU-REW-2024-WORKSHOPS,2,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,Proceedings,Proceedings,,,,10.1109/rew61692.2024.00002,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628721/,,,,,1-1,,,,,NOT_REPORTED_BY_SOURCE,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-REW-2024-WORKSHOPS-0003,MSU-REW-2024-WORKSHOPS,3,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,Copyright Page,Copyright Page,,,,10.1109/rew61692.2024.00003,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,,,,,,1-1,,,,,NOT_REPORTED_BY_SOURCE,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by literal title. Discovery was not executed.
MS-REW-2024-WORKSHOPS-0004,MSU-REW-2024-WORKSHOPS,4,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,Table of Contents,Table of Contents,,,,10.1109/rew61692.2024.00004,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,,,,,,v-xii,,,,,NOT_REPORTED_BY_SOURCE,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by literal title. Discovery was not executed.
MS-REW-2024-WORKSHOPS-0005,MSU-REW-2024-WORKSHOPS,5,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,AIRE 2024: 11th International Workshop on Artificial Intelligence and Requirements Engineering,AIRE 2024: 11th International Workshop on Artificial Intelligence and Requirements Engineering,Chetan Arora; Fatma Başak Aydemir; Julian Frattini,Chetan Arora; Fatma Başak Aydemir; Julian Frattini,,10.1109/rew61692.2024.00005,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628865/,,,,,1-2,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-REW-2024-WORKSHOPS-0006,MSU-REW-2024-WORKSHOPS,6,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,Quest-RE QUestion Generation and Exploration STrategy for Requirements Engineering,Quest-RE QUestion Generation and Exploration STrategy for Requirements Engineering,Hussein Hasso; Bettina Fischer-Starcke; Hanna Geppert,Hussein Hasso; Bettina Fischer-Starcke; Hanna Geppert,,10.1109/rew61692.2024.00006,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628592/,,,,,1-9,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-REW-2024-WORKSHOPS-0007,MSU-REW-2024-WORKSHOPS,7,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,Classifying Ambiguous Requirements: An Explainable Approach in Railway Industry,Classifying Ambiguous Requirements: An Explainable Approach in Railway Industry,Lodiana Beqiri; Calkin Suero Montero; Antonio Cicchetti; Andrey Kruglyak,Lodiana Beqiri; Calkin Suero Montero; Antonio Cicchetti; Andrey Kruglyak,,10.1109/rew61692.2024.00007,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628895/,,,,,12-21,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-REW-2024-WORKSHOPS-0008,MSU-REW-2024-WORKSHOPS,8,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,Identifying Maintenance Needs with Machine Learning: a Case Study in Railways,Identifying Maintenance Needs with Machine Learning: a Case Study in Railways,Raihana Ferdous; Giorgio Spagnolo; Alessandro Borselli; Lucio Rota; Alessio Ferrari,Raihana Ferdous; Giorgio Spagnolo; Alessandro Borselli; Lucio Rota; Alessio Ferrari,,10.1109/rew61692.2024.00008,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628754/,,,,,22-25,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-REW-2024-WORKSHOPS-0009,MSU-REW-2024-WORKSHOPS,9,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,Interpretable App Review Classification with Transformers,Interpretable App Review Classification with Transformers,Momojit Biswas; Preethu Rose Anish; Smita Ghaisas,Momojit Biswas; Preethu Rose Anish; Smita Ghaisas,,10.1109/rew61692.2024.00009,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628704/,,,,,26-34,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-REW-2024-WORKSHOPS-0010,MSU-REW-2024-WORKSHOPS,10,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,SRC-REW-2024-WORKSHOPS-IEEE-BIBTEX-HUMAN-20260814,Exploring the Capabilities of Large Language Models for the Generation of Safety Cases: the Case of GPT-4,Exploring the Capabilities of Large Language Models for the Generation of Safety Cases: the Case of GPT-4,Mithila Sivakumar; Alvine Boaye Belle; Jinjun Shan; Kimya Khakzad Shahandashti,Mithila Sivakumar; Alvine Boaye Belle; Jinjun Shan; Kimya Khakzad Shahandashti,,10.1109/rew61692.2024.00010,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628935/,,,,,35-45,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T18:03:25.042791Z,2026-08-14T22:08:22Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
