ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,MetadataSourceID,TitleRaw,TitleNormalized,AuthorsRaw,AuthorsNormalized,DOIRaw,DOINormalized,VenueRaw,VenueNormalized,YearRaw,YearNormalized,VolumeTrackIssue,PublisherRecordURL,MetadataSourceURL,Publisher,PublisherAddress,ISBN,Pages,NumPages,PublicationLocation,Series,AbstractRaw,AbstractAvailability,AbstractSourceURL,AuthorKeywordsRaw,AuthorKeywordsAvailability,FullTextURL,RetrievedAt,NormalizedAt,InventoryConflict,CrossrefSnapshotPath,PDFStatus,PDFSHA256,Notes
MS-NLBSE-2024-0001,MSU-NLBSE-2024,1,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,,"Front matter (Title page, Contents, Message from the chairs, Organization, Author index)","Front matter (Title page, Contents, Message from the chairs, Organization, Author index)",,,,,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/action/showFmPdf?doi=10.1145%2F3643787,,,,,,,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Editorial item retained from PRIMARY_TOC without inferred metadata record. Discovery was not executed.
MS-NLBSE-2024-0002,MSU-NLBSE-2024,2,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,SRC-NLBSE-2024-PUBLISHER-BIBTEX-HUMAN-20260815,Aligning Programming Language and Natural Language: Exploring Design Choices in Multi-Modal Transformer-Based Embedding for Bug Localization,Aligning Programming Language and Natural Language: Exploring Design Choices in Multi-Modal Transformer-Based Embedding for Bug Localization,Partha Chakraborty; Venkatraman Arumugam; Meiyappan Nagappan,Partha Chakraborty; Venkatraman Arumugam; Meiyappan Nagappan,10.1145/3643787.3648028,10.1145/3643787.3648028,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/doi/10.1145/3643787.3648028,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648028,Association for Computing Machinery,,9798400705762,1–8,8,"Lisbon, Portugal",NLBSE ’24,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648028,,NOT_REPORTED_BY_SOURCE,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-NLBSE-2024-0003,MSU-NLBSE-2024,3,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,SRC-NLBSE-2024-PUBLISHER-BIBTEX-HUMAN-20260815,Unveiling Disparities: NLP Analysis of Software Industry and Vocational Education Gaps,Unveiling Disparities: NLP Analysis of Software Industry and Vocational Education Gaps,Emil Bäckstrand; Rasmus Djupedal; Lena-Maria Öberg; Francisco Gomes de Oliveira Neto,Emil Bäckstrand; Rasmus Djupedal; Lena-Maria Öberg; Francisco Gomes de Oliveira Neto,10.1145/3643787.3648029,10.1145/3643787.3648029,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/doi/10.1145/3643787.3648029,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648029,Association for Computing Machinery,,9798400705762,9–16,8,"Lisbon, Portugal",NLBSE ’24,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648029,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-NLBSE-2024-0004,MSU-NLBSE-2024,4,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,SRC-NLBSE-2024-PUBLISHER-BIBTEX-HUMAN-20260815,What’s in a Display Name? An Empirical Study on the Use of Display Names in Open-Source JUnit Tests,What’s in a Display Name? An Empirical Study on the Use of Display Names in Open-Source JUnit Tests,Yining Qiao; José Miguel Rojas,Yining Qiao; José Miguel Rojas,10.1145/3643787.3648037,10.1145/3643787.3648037,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/doi/10.1145/3643787.3648037,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648037,Association for Computing Machinery,,9798400705762,17–24,8,"Lisbon, Portugal",NLBSE ’24,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648037,,NOT_REPORTED_BY_SOURCE,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-NLBSE-2024-0005,MSU-NLBSE-2024,5,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,SRC-NLBSE-2024-PUBLISHER-BIBTEX-HUMAN-20260815,Software Vulnerability and Functionality Assessment using Large Language Models,Software Vulnerability and Functionality Assessment using Large Language Models,Rasmus Ingemann Tuffveson Jensen; Vali Tawosi; Salwa Alamir,Rasmus Ingemann Tuffveson Jensen; Vali Tawosi; Salwa Alamir,10.1145/3643787.3648036,10.1145/3643787.3648036,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/doi/10.1145/3643787.3648036,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648036,Association for Computing Machinery,,9798400705762,25–28,4,"Lisbon, Portugal",NLBSE ’24,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648036,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-NLBSE-2024-0006,MSU-NLBSE-2024,6,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,SRC-NLBSE-2024-PUBLISHER-BIBTEX-HUMAN-20260815,Towards Automatic Translation of Machine Learning Visual Insights to Analytical Assertions,Towards Automatic Translation of Machine Learning Visual Insights to Analytical Assertions,Arumoy Shome; Luis Cruz; Arie Van Deursen,Arumoy Shome; Luis Cruz; Arie Van Deursen,10.1145/3643787.3648032,10.1145/3643787.3648032,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/doi/10.1145/3643787.3648032,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648032,Association for Computing Machinery,,9798400705762,29–32,4,"Lisbon, Portugal",NLBSE ’24,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648032,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-NLBSE-2024-0007,MSU-NLBSE-2024,7,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,SRC-NLBSE-2024-PUBLISHER-BIBTEX-HUMAN-20260815,The NLBSE'24 Tool Competition,The NLBSE’24 Tool Competition,Rafael Kallis; Giuseppe Colavito; Ali Al-Kaswan; Luca Pascarella; Oscar Chaparro,Rafael Kallis; Giuseppe Colavito; Ali Al-Kaswan; Luca Pascarella; Oscar Chaparro; Pooja Rani,10.1145/3643787.3648038,10.1145/3643787.3648038,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/doi/10.1145/3643787.3648038,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648038,Association for Computing Machinery,,9798400705762,33–40,8,"Lisbon, Portugal",NLBSE ’24,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648038,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. TOC/BibTeX title representation drift preserved; no external correction applied. TOC/BibTeX author-list representation drift preserved; no external correction applied. Discovery was not executed.
MS-NLBSE-2024-0008,MSU-NLBSE-2024,8,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,SRC-NLBSE-2024-PUBLISHER-BIBTEX-HUMAN-20260815,Few-Shot Issue Report Classification with Adapters,Few-Shot Issue Report Classification with Adapters,Fahad Ebrahim; Mike Joy,Fahad Ebrahim; Mike Joy,10.1145/3643787.3648039,10.1145/3643787.3648039,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/doi/10.1145/3643787.3648039,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648039,Association for Computing Machinery,,9798400705762,41–44,4,"Lisbon, Portugal",NLBSE ’24,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648039,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-NLBSE-2024-0009,MSU-NLBSE-2024,9,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,SRC-NLBSE-2024-PUBLISHER-BIBTEX-HUMAN-20260815,Lessons from the NLBSE 2024 Competition: Towards Building Efficient Models for GitHub Issue Classification,Lessons from the NLBSE 2024 Competition: Towards Building Efficient Models for GitHub Issue Classification,Daniel Fernando Gómez-Barrera; Luccas Rojas Becerra; Juan Pinzón Roncancio,Daniel Fernando Gómez-Barrera; Luccas Rojas Becerra; Juan Pinzón Roncancio; David Ortiz Almanza; Juan Arboleda; Mario Linares-Vásquez; Rubén Francisco Manrique,10.1145/3643787.3648040,10.1145/3643787.3648040,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/doi/10.1145/3643787.3648040,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648040,Association for Computing Machinery,,9798400705762,45–48,4,"Lisbon, Portugal",NLBSE ’24,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648040,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. TOC/BibTeX author-list representation drift preserved; no external correction applied. Discovery was not executed.
MS-NLBSE-2024-0010,MSU-NLBSE-2024,10,SRC-NLBSE-2024-PUBLISHER-TOC-HUMAN-20260815,SRC-NLBSE-2024-PUBLISHER-BIBTEX-HUMAN-20260815,ClassifAI: Automating Issue Reports Classification using Pre-Trained BERT (Bidirectional Encoder Representations from Transformers) Models,ClassifAI: Automating Issue Reports Classification using Pre-Trained BERT (Bidirectional Encoder Representations from Transformers) Models,Khubaib Amjad Alam; Ashish Jumani; Harris Aamir; Muhammad Uzair,Khubaib Amjad Alam; Ashish Jumani; Harris Aamir; Muhammad Uzair,10.1145/3643787.3648041,10.1145/3643787.3648041,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,Proceedings of the Third ACM/IEEE International Workshop on NL-Based Software Engineering,2024,2024,10.1145/3643787,https://dl-acm-org.ez371.periodicos.capes.gov.br/doi/10.1145/3643787.3648041,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648041,Association for Computing Machinery,,9798400705762,49–52,4,"Lisbon, Portugal",NLBSE ’24,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,https://doi-org.ez371.periodicos.capes.gov.br/10.1145/3643787.3648041,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T20:22:10Z,2026-08-15T00:13:32Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
