ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,SourceRecordLocator,TitleRaw,AuthorsRaw,DOIRaw,VenueRaw,YearRaw,VolumeTrackIssueRaw,PublisherRecordURLRaw,RetrievedAt,ExtractionMethod,Notes
MS-REW-2024-WORKSHOPS-0001,MSU-REW-2024-WORKSHOPS,1,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628890/,Proceedings,,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628890/,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-REW-2024-WORKSHOPS-0002,MSU-REW-2024-WORKSHOPS,2,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628721/,Proceedings,,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628721/,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-REW-2024-WORKSHOPS-0003,MSU-REW-2024-WORKSHOPS,3,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,,Copyright Page,,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-REW-2024-WORKSHOPS-0004,MSU-REW-2024-WORKSHOPS,4,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,,Table of Contents,,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-REW-2024-WORKSHOPS-0005,MSU-REW-2024-WORKSHOPS,5,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628865/,AIRE 2024: 11th International Workshop on Artificial Intelligence and Requirements Engineering,Chetan Arora; Fatma Başak Aydemir; Julian Frattini,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628865/,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-REW-2024-WORKSHOPS-0006,MSU-REW-2024-WORKSHOPS,6,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628592/,Quest-RE QUestion Generation and Exploration STrategy for Requirements Engineering,Hussein Hasso; Bettina Fischer-Starcke; Hanna Geppert,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628592/,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-REW-2024-WORKSHOPS-0007,MSU-REW-2024-WORKSHOPS,7,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628895/,Classifying Ambiguous Requirements: An Explainable Approach in Railway Industry,Lodiana Beqiri; Calkin Suero Montero; Antonio Cicchetti; Andrey Kruglyak,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628895/,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-REW-2024-WORKSHOPS-0008,MSU-REW-2024-WORKSHOPS,8,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628754/,Identifying Maintenance Needs with Machine Learning: a Case Study in Railways,Raihana Ferdous; Giorgio Spagnolo; Alessandro Borselli; Lucio Rota; Alessio Ferrari,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628754/,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-REW-2024-WORKSHOPS-0009,MSU-REW-2024-WORKSHOPS,9,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628704/,Interpretable App Review Classification with Transformers,Momojit Biswas; Preethu Rose Anish; Smita Ghaisas,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628704/,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-REW-2024-WORKSHOPS-0010,MSU-REW-2024-WORKSHOPS,10,SRC-REW-2024-WORKSHOPS-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628935/,Exploring the Capabilities of Large Language Models for the Generation of Safety Cases: the Case of GPT-4,Mithila Sivakumar; Alvine Boaye Belle; Jinjun Shan; Kimya Khakzad Shahandashti,,2024 IEEE 32nd International Requirements Engineering Conference Workshops (REW),2024,10.1109/REW61692.2024,https://ieeexplore.ieee.org/document/10628935/,2026-08-14T18:03:25.042791Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
