ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,SourceRecordLocator,TitleRaw,AuthorsRaw,DOIRaw,VenueRaw,YearRaw,VolumeTrackIssueRaw,PublisherRecordURLRaw,RetrievedAt,ExtractionMethod,Notes
MS-NLBSE-2023-0001,MSU-NLBSE-2023,1,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,https://ieeexplore.ieee.org/document/10189142/,Title Page i,,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,https://ieeexplore.ieee.org/document/10189142/,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-NLBSE-2023-0002,MSU-NLBSE-2023,2,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,https://ieeexplore.ieee.org/document/10189138/,Title Page iii,,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,https://ieeexplore.ieee.org/document/10189138/,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-NLBSE-2023-0003,MSU-NLBSE-2023,3,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,,Copyright Page,,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-NLBSE-2023-0004,MSU-NLBSE-2023,4,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,,Table of Contents,,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-NLBSE-2023-0005,MSU-NLBSE-2023,5,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,https://ieeexplore.ieee.org/document/10189139/,Message from Program Chairs: NLBSE 2023,Sebastiano Panichella; Andrea Di Sorbo,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,https://ieeexplore.ieee.org/document/10189139/,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-NLBSE-2023-0006,MSU-NLBSE-2023,6,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,https://ieeexplore.ieee.org/document/10189161/,Committee,,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,https://ieeexplore.ieee.org/document/10189161/,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-NLBSE-2023-0007,MSU-NLBSE-2023,7,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,https://ieeexplore.ieee.org/document/10189143/,The NLBSE'23 Tool Competition,Rafael Kallis; Maliheh Izadi; Luca Pascarella; Oscar Chaparro; Pooja Rani,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,https://ieeexplore.ieee.org/document/10189143/,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-NLBSE-2023-0008,MSU-NLBSE-2023,8,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,https://ieeexplore.ieee.org/document/10189147/,The (ab)use of Open Source Code to Train Large Language Models,Ali Al-Kaswan; Maliheh Izadi,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,https://ieeexplore.ieee.org/document/10189147/,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-NLBSE-2023-0009,MSU-NLBSE-2023,9,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,https://ieeexplore.ieee.org/document/10189135/,Generalizability of NLP-based Models for Modern Software Development Cross-Domain Environments,Rrezarta Krasniqi; Hyunsook Do,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,https://ieeexplore.ieee.org/document/10189135/,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-NLBSE-2023-0010,MSU-NLBSE-2023,10,SRC-NLBSE-2023-PUBLISHER-TOC-HUMAN-20260815,https://ieeexplore.ieee.org/document/10189129/,An Intelligent Tool for Classifying Issue Reports,Muhammad Laiq,,2023 IEEE/ACM 2nd International Workshop on Natural Language-Based Software Engineering (NLBSE),2023,10.1109/NLBSE59153.2023,https://ieeexplore.ieee.org/document/10189129/,2026-08-14T20:19:57Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
