ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,SourceRecordLocator,TitleRaw,AuthorsRaw,DOIRaw,VenueRaw,YearRaw,VolumeTrackIssueRaw,PublisherRecordURLRaw,RetrievedAt,ExtractionMethod,Notes
MS-RE-2024-MAIN-0001,MSU-RE-2024-MAIN,1,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628491/,Half Title Page,,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,https://ieeexplore.ieee.org/document/10628491/,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0002,MSU-RE-2024-MAIN,2,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628496/,Title Page,,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,https://ieeexplore.ieee.org/document/10628496/,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0003,MSU-RE-2024-MAIN,3,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,,Copyright Page,,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0004,MSU-RE-2024-MAIN,4,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,,Table of Contents,,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0005,MSU-RE-2024-MAIN,5,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628477/,Welcome from the RE 2024 Conference Chairs,,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,https://ieeexplore.ieee.org/document/10628477/,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0006,MSU-RE-2024-MAIN,6,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,,RE '24 Organising Committee,,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0007,MSU-RE-2024-MAIN,7,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,,List of PC Members,,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0008,MSU-RE-2024-MAIN,8,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,,List of Subreviewers,,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0009,MSU-RE-2024-MAIN,9,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628463/,Automation for Requirements Engineering: Opportunities and Pitfalls — RE '24 Keynote,Jan Mendling,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,https://ieeexplore.ieee.org/document/10628463/,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0010,MSU-RE-2024-MAIN,10,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628494/,Paradigm Shift with GenAI — RE ’24 Keynote,Marija Mikic,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,https://ieeexplore.ieee.org/document/10628494/,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0011,MSU-RE-2024-MAIN,11,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628472/,Requirements Engineering for Trustworthy Human-AI Synergy in Software Engineering 2.0,David Lo,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,https://ieeexplore.ieee.org/document/10628472/,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2024-MAIN-0012,MSU-RE-2024-MAIN,12,SRC-RE-2024-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/10628495/,AI-Enabled Regulatory Change Analysis of Legal Requirements,Sallam Abualhaija; Marcello Ceci; Nicolas Sannier; Domenico Bianculli; Lionel C. Briand; Dirk Zetzsche; Marco Bodellini,,2024 IEEE 32nd International Requirements Engineering Conference (RE),2024,10.1109/RE59067.2024,https://ieeexplore.ieee.org/document/10628495/,2026-08-14T18:02:53.785444Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
