ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,SourceRecordLocator,TitleRaw,AuthorsRaw,DOIRaw,VenueRaw,YearRaw,VolumeTrackIssueRaw,PublisherRecordURLRaw,RetrievedAt,ExtractionMethod,Notes
MS-RE-2022-MAIN-0001,MSU-RE-2022-MAIN,1,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/9920045/,Title Page i,,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920045/,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2022-MAIN-0002,MSU-RE-2022-MAIN,2,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/9920092/,Title Page iii,,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920092/,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2022-MAIN-0003,MSU-RE-2022-MAIN,3,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,,Copyright Page,,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2022-MAIN-0004,MSU-RE-2022-MAIN,4,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,,Table of Contents,,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2022-MAIN-0005,MSU-RE-2022-MAIN,5,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/9920104/,Welcome from the RE 2022 Chairs,,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920104/,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2022-MAIN-0006,MSU-RE-2022-MAIN,6,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,,RE 2022 Organizing Committee,,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2022-MAIN-0007,MSU-RE-2022-MAIN,7,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,,RE 2022 Program Committee,,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2022-MAIN-0008,MSU-RE-2022-MAIN,8,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/9920032/,A Case Study of Building Shared Understanding of Non-Functional Requirements in a Remote Software Organization,Laura Okpara; Colin Werner; Adam Murray; Daniela Damian,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920032/,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2022-MAIN-0009,MSU-RE-2022-MAIN,9,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/9920087/,A Divide & Concur Approach to Collaborative Goal Modeling with Merge in Early-RE,Kathleen R. Hablutzel; Anisha Jain; Alicia M. Grubb,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920087/,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
MS-RE-2022-MAIN-0010,MSU-RE-2022-MAIN,10,SRC-RE-2022-MAIN-IEEE-TOC-HUMAN-20260814,https://ieeexplore.ieee.org/document/9920034/,Automated Detection of Typed Links in Issue Trackers,Clara Marie Lüders; Tim Pietz; Walid Maalej,,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,10.1109/RE54965.2022,https://ieeexplore.ieee.org/document/9920034/,2026-08-14T09:50:03.457393Z,audit_ieee_toc_html.pl offline structural extraction,Complete controlled publisher PRIMARY_TOC membership row; discovery was not executed.
